codigo,descripcion,merma,precio_unidad,proveedor_precio,formato_compra,precio_original,unidad_original,fecha_precio,url_precio,observaciones_precio,estado_master,lote_origen,archivo_origen
ING-0611,LECHE ENTERA DOBLE CREMA CAPUCHINO,,,PENDIENTE,,,,2026-06-13,,No actualizado: no he encontrado equivalente claro. Evito usar nata/derivado lácteo 35% porque cambiaría demasiado el coste y uso técnico.,PENDIENTE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0612,LECHE EVAPORADA 525 G,0.0,4.86,CONSUM,IDEAL leche evaporada brik 525 g,2.55,525 g,2026-06-13,https://tienda.consum.es/es/p/leche-evaporada-brik/7184497,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0613,LECHE SOJA SIN AZUCARES,0.0,0.75,CONSUM,CONSUM bebida de soja sin azúcares añadidos brik 1 L,0.75,1 L,2026-06-13,https://tienda.consum.es/es/p/bebida-de-soja-sin-azucares-anadidos-brik/7113756,Precio con IVA. €/L.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0616,LEVADURA EN POLVO/SECA 60 GX 5UD,0.0,83.2727,CONSUM,"ROYAL levadura panadería 5 sobres 27,5 g",2.29,"27,5 g",2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-cafe/reposteria-para-preparar/levadura/5253,Precio con IVA. Convertido a €/kg. Equivalente retail; no formato 60 g x 5.,ACTUALIZABLE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0623,MANTEQUILLA 1K,0.0,10.13,MAKRO,METRO Chef mantequilla pura 1 kg,10.13,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X53524/0032/0021/METRO-Chef-mantequilla-pura-1-Kg,Precio con IVA/IGIC incluido. €/kg.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0624,MANTEQUILLA HOJALDRE 12K,0.0,9.562,MAKRO,METRO Chef mantequilla bloque 5 kg,47.81,5 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X192456/0032/0021/METRO-Chef-mantequilla-bloque-5-Kg,Equivalente profesional; no específica de hojaldre/laminado. Precio con IVA/IGIC incluido. Convertido a €/kg.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0626,"MEJORANTE PANARIO 7,5k",0.0,,PENDIENTE,,,,2026-06-13,,"Mejorante panario 7,5 kg: no localizado precio oficial claro.",PENDIENTE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0628,MERMELADA DE ARANDANOS 1K makro,0.0,,PENDIENTE,,,,2026-06-13,,Mermelada de arándanos: reservar para lote08/lote09 conservas.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0629,MERMELADA DE NARANJA AMARGA 800 g makro,0.0,,PENDIENTE,,,,2026-06-13,,Mermelada de naranja amarga: reservar para lote08/lote09 conservas.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0631,MERMELADA FRESA decofrut DIEXPA 3K,0.0,,PENDIENTE,,,,2026-06-13,,Mermelada fresa Decofrut: reservar para lote08/lote09 conservas.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0632,MERMELADA ALBARICOQUE 800G makro,0.0,,PENDIENTE,,,,2026-06-13,,Mermelada albaricoque: reservar para lote08/lote09 conservas.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0633,MORAS congelada MAKRO,0.0,7.75,MAKRO,La Cuerva frutas del bosque 1 kg,7.75,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X953696/0032/0021/La-Cuerva-frutas-del-bosque-1kg,Equivalente a moras/frutos del bosque congelados. Precio con IVA/IGIC incluido. Revisar si se exige mora 100%.,ACTUALIZABLE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0634,NATA AGRIA 500 G,0.0,7.84,MAKRO,Pastoret nata crème fraîche/cocinar 30% MG tarrina 500 g,3.92,500 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X36212/0032/0021/Pastoret-nata-crema-freiche-cocinar-30-materia-grasa-tarrina-500-g,Equivalente a nata agria/crème fraîche. Convertido a €/kg.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0635,NATA COCINAR (1L.),0.0,3.14,MAKRO,ARO nata ligera para cocinar 15% MG brik 1 L,3.14,1 L,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X200731/0032/0021/aro-nata-ligera-para-cocinar-15-materia-grasa-1-L,Precio con IVA/IGIC incluido. €/L.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0636,NATA MONTAR ( 1L.),0.0,3.75,CONSUM,CONSUM nata para montar minibrik 3 x 200 ml,2.25,600 ml,2026-06-13,https://tienda.consum.es/es/p/nata-para-montar-minibrik-pack-de-3/7264104,Precio con IVA. €/L indicado por tienda.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0641,PAN BARRA TRADICIONAL 250G DIEXPA 27 uni,0.0,0.89,CONSUM,Baguette rústica unidad,0.89,1 ud,2026-06-13,https://tienda.consum.es/es/p/philadelphia-salmon/7272458,Equivalente por unidad a barra/baguette. Precio con IVA. Normalizado a €/unidad.,ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0642,PAN COLORES MINI HAMBURGUESA 195 G X 15 UNI,0.0,,PENDIENTE,,,,2026-06-13,,Pan colores mini hamburguesa: no localizado equivalente claro; no sustituyo por pan mini normal.,PENDIENTE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0643,PAN DE ORO 25U,0.0,,PENDIENTE,,,,2026-06-13,,"Pan de oro 25 uds: producto de decoración, reservar para lote12/packaging.",PENDIENTE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0644,PAN HAMBURGUESA SESAMO 12 UND,0.0,0.3683,MAKRO,METRO Chef pan hamburguesa rústica maxi 12 uds 960 g,4.42,12 uds,2026-06-13,https://tienda.makro.es/shop/category/alimentaci%C3%B3n-general/panader%C3%ADa,Precio con IVA/IGIC incluido según categoría. Normalizado a €/unidad.,ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0645,PAN MINI HAMBURGUESA 260 G X 12 UNI,0.0,0.1392,MAKRO,METRO Chef pan mini hamburguesa 255 g,1.67,255 g / aprox. 12 uds,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X172484/0032/0021/METRO-Chef-pan-mini-hamburguesa-255g,Equivalente a mini hamburguesa 260 g x12. Normalizado a €/unidad suponiendo 12 uds; revisar si el pack tiene otro número de piezas.,ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0646,PAN MINI PITA PRECOCIDO 432G,0.0,,PENDIENTE,,,,2026-06-13,,Pan mini pita precocido 432 g: no localizado precio oficial claro.,PENDIENTE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0647,PAN PRECOCINADO CHAPATA,0.0,0.6825,MAKRO,METRO Chef chapata bocadillo 12 x 123 g congelado,8.19,12 uds,2026-06-13,https://tienda.makro.es/shop/category/alimentaci%C3%B3n-general/congelados/panader%C3%ADa-congelada,Precio con IVA/IGIC incluido según categoría. Normalizado a €/unidad.,ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0648,PAN PRECOCINADO MEDIA BAGUETTE 130G MAKRO,0.0,0.89,CONSUM,Baguette rústica unidad,0.89,1 ud,2026-06-13,https://tienda.consum.es/es/p/philadelphia-salmon/7272458,Equivalente a media baguette 130 g. Precio con IVA. Normalizado a €/unidad; revisar por tamaño.,ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0649,PAN PRECOCINADO PULGITA 48G 20 U MAKRO,0.0,,PENDIENTE,,,,2026-06-13,,Pulguita 48 g x 20: no localizado formato exacto; no actualizo con panecillo distinto.,PENDIENTE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0650,PAN ROMBO PINCHO ORIO 30 UN MAKRO,0.0,,PENDIENTE,,,,2026-06-13,,Pan rombo pincho Orio 30 uds: no localizado equivalente oficial claro.,PENDIENTE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0651,PAPEL ENVOLVER polvorones,0.0,,PENDIENTE,,,,2026-06-13,,Papel envolver polvorones: material de packaging; reservar para costes indirectos/envases.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0654,PASTA AVELLANAS 1K,0.0,,PENDIENTE,,,,2026-06-13,,Pasta de avellanas 1 kg: reservar para lote08 pastelería/frutos secos.,PENDIENTE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0662,PURE ALBARICOQUE 1K,0.0,,PENDIENTE,,,,2026-06-13,,Puré albaricoque 1 kg no localizado con precio oficial claro.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0663,PURE DE FRAMBUESA 1K,0.0,13.27,MAKRO,PONTHIER puré de frambuesa 1 kg,13.27,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X100595/0032/0021/PONTHIER-pur%C3%A9-de-frambruesa-1-kg,"Precio con IVA/IGIC incluido según ficha. Producto listo, merma 0%.",ACTUALIZABLE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0664,PURE HIGOS 1K,0.0,,PENDIENTE,,,,2026-06-13,,Puré de higos 1 kg no localizado con precio oficial claro.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0665,PURE MANGO 1KG,0.0,12.06,MAKRO,PONTHIER puré de mango 1 kg,12.06,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X100598/0032/0021/PONTHIER-pur%C3%A9-de-mango-1-kg,"Precio base por kg indicado. Revisar tarifa por volumen. Producto listo, merma 0%.",ACTUALIZABLE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0667,QUESO AZUL 100GX3,0.0,15.1,CONSUM,F.OCCITANES queso azul D'Auvergne DOP 100 g,1.51,100 g,2026-06-13,https://tienda.consum.es/es/p/queso-azul-dauvergne-dop/7360543,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0668,QUESO AZUL DESMIGADO1K,0.0,16.7,CONSUM,SAINT-FLOUR queso azul leche vaca pasteurizada al peso,16.7,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/2812?page=41,"Equivalente a queso azul, no desmigado. Precio con IVA. €/kg.",ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0669,QUESO BARRA EDAM 3K,0.0,11.9,CONSUM,M.VICENTE queso Edam barra leche vaca pasteurizada al peso,11.9,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/2812?page=45,Precio con IVA. €/kg.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0670,QUESO CAMENBERT 250G,0.0,15.96,CONSUM,LE RUSTIQUE queso Camembert 250 g,3.99,250 g,2026-06-13,https://tienda.consum.es/es/p/queso-camembert/7440373,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0671,QUESO CREMA 3K SAN MILLAN,0.0,9.95,CONSUM,SAN MILLAN queso untar natural 200 g,1.99,200 g,2026-06-13,https://tienda.consum.es/es/c/frescos/quesos/para-untar/2038,"Producto equivalente de la misma marca en formato retail, no cubo 3 kg. Precio con IVA. €/kg indicado por tienda.",ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0672,QUESO RALLADO EMMENTAL,0.0,8.25,CONSUM,CONSUM queso rallado Emmental 200 g,1.65,200 g,2026-06-13,https://tienda.consum.es/es/p/queso-rallado-emmental/7036150,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0673,QUESO FETA 200G,0.0,19.25,CONSUM,HOTOS queso feta DOP griego 200 g,3.85,200 g,2026-06-13,https://tienda.consum.es/es/p/queso-feta-dop-griego-leche-de-oveja-y-cabra/7192735,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0674,QUESO FRESCO BURGOS 1k gm cash,0.0,10.75,CONSUM,GRANJA RINYA queso fresco tradicional 2 x 100 g,2.15,200 g,2026-06-13,https://tienda.consum.es/es/c/frescos/quesos/2019?page=10,Producto equivalente a queso fresco/Burgos. Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0675,QUESO GORGONZOLA 170 g mercadona,0.0,,PENDIENTE,,,,2026-06-13,,Gorgonzola 170 g Mercadona no verificado en fuentes objetivo. No sustituyo por queso azul genérico sin revisión.,PENDIENTE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0676,QUESO GRUYERE mercadona 200 G,0.0,16.75,CONSUM,ENTREMONT queso Gruyère France IGP 200 g,3.35,200 g,2026-06-13,https://tienda.consum.es/es/p/queso-gruyere-france-igp/7402001,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0677,QUESO HAVARTI,0.0,11.83,CONSUM,CONSUM queso Havarti lonchas IGP 300 g,3.55,300 g,2026-06-13,https://tienda.consum.es/es/p/queso-havarti-lonchas-igp/7422616,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0678,QUESO MANCHEGO CURADO CUÑA 400g,0.0,19.96,CONSUM,CONSUM queso manchego viejo DOP cuña 250 g,4.99,250 g,2026-06-13,https://tienda.consum.es/es/p/queso-manchego-viejo-dop-cuna/7415664,Producto equivalente curado/viejo DOP. Precio con IVA. €/kg.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0679,QUESO MANCHEGO SEMICURADO,0.0,9.85,CONSUM,CONSUM queso semicurado cuña al peso,9.85,1 kg,2026-06-13,https://tienda.consum.es/es/p/queso-semicurado-cuna/7450497,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0680,QUESO MASCARPONE 500 G,0.0,15.8,CONSUM,GALBANI mascarpone 250 g,3.95,250 g,2026-06-13,https://tienda.consum.es/es/p/mascarpone/7213866,Producto equivalente a mascarpone 500 g. Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0681,QUESO MOZZARELLA FRESCO 125g,0.0,7.2,CONSUM,CONSUM queso mozzarella fresca 125 g,0.9,125 g,2026-06-13,https://tienda.consum.es/es/p/queso-mozzarella-fresca/7173094,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0682,QUESO MOZZARELLA RALLADA 1K,0.0,19.71,CONSUM,ARLA queso rallado mozzarella bolsa 175 g,3.45,175 g,2026-06-13,https://tienda.consum.es/es/c/frescos/quesos/2019?page=4,Producto equivalente a mozzarella rallada; no formato 1 kg. Precio con IVA. €/kg.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0683,QUESO PARMESANO CUÑA 250G,0.0,35.83,CONSUM,FERRARINI queso rallado Parmigiano Reggiano 60 g,2.15,60 g,2026-06-13,https://tienda.consum.es/es/c/frescos/quesos/2019?page=3,Equivalente a parmesano; formato retail. Precio con IVA. €/kg.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0684,QUESO PHILADELPHIA 2KG,0.0,9.905,MAKRO,PHILADELPHIA crema de queso para untar cubo 2 kg,19.81,2 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X102346/0032/0021/PHILADELPHIA-crema-de-queso-para-untar-cubo-2-Kg,Precio con IVA/IGIC incluido. Convertido a €/kg.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0685,QUESO PHILADELPHIA 350G,0.0,10.66,CONSUM,PHILADELPHIA Natural tarrina 350 g,3.73,350 g,2026-06-13,https://tienda.consum.es/es/p/philadelphia-natural-tarrina/7214757,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0686,QUESO roquefort societe 100 gr gm cash,0.0,21.7,CONSUM,F.OCCITANES queso Roquefort DOP 100 g,2.17,100 g,2026-06-13,https://tienda.consum.es/es/p/queso-roquefort-dop/7360548,Producto equivalente a Roquefort Société. Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0687,QUESO RULO CABRA 1K,0.0,17.8,CONSUM,G.BAQUERO rulo de cabra leche pasteurizada al peso,17.8,1 kg,2026-06-13,https://tienda.consum.es/es/p/queso-delicias-de-cabra-leche-pasteurizada/7190416,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0688,QUESO TROCHON,0.0,,PENDIENTE,,,,2026-06-13,,Queso Tronchón/Trochon no localizado con precio oficial claro en fuentes objetivo.,PENDIENTE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0690,"SIROPE FRESA 1,2l",0.0,,PENDIENTE,,,,2026-06-13,,Sirope fresa: reservar para lote08/lote09 pastelería/salsas.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0692,SOSA ALGINATO,0.0,84.9067,MAKRO,SOSA Ingredients alginato sodio 750 g,63.68,750 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X148025/0032/0021/Sosa-ingredients-gelificante-alginato-sodio-750-g,Precio con IVA/IGIC incluido. Convertido a €/kg.,ACTUALIZABLE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0695,SOSA LECITINA DE SOJA 400G,0.0,72.2,MAKRO,SOSA Ingredients lecitina de soja en polvo 400 g,28.88,400 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X141876/0032/0021/Sosa-ingredients-lecitina-de-soja-en-polvo-bote-de-400g,Precio con IVA/IGIC incluido. Convertido a €/kg.,ACTUALIZABLE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0700,SOSA PROESPUMA CALIENTE 500G,0.0,42.22,MAKRO,SOSA Ingredients proespuma caliente 500 g,21.11,500 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X141866/0032/0021/Sosa-ingredients-proespuma-caliente-500gr,Precio con IVA/IGIC incluido. Convertido a €/kg.,ACTUALIZABLE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0701,SOSA PROESPUMA FRIO 700G,0.0,18.5286,MAKRO,SOSA Ingredients proespuma frío 700 g,12.97,700 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X141867/0032/0021/Sosa-ingredients-base-en-polvo-proespuma-fr%C3%ADo-700gr,Precio con IVA/IGIC incluido. Convertido a €/kg.,ACTUALIZABLE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0702,SOSA TEXTURAS CRUTOMAT 400G,0.0,,PENDIENTE,,,,2026-06-13,,Sosa Crutomat 400 g: no localizado precio oficial claro en Makro/Consum/Mercadona.,PENDIENTE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0703,SOSA XANTANA,0.0,50.8,MAKRO,SOSA Ingredients xantana goma bote 500 g,25.4,500 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X168149/0032/0021/Sosa-ingredients-xantana-goma-bote-500g,Precio con IVA/IGIC incluido. Convertido a €/kg.,ACTUALIZABLE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0706,YEMA PASTEURIZADA,0.0,11.94,MAKRO,METRO Chef yema de huevo pasteurizada botella 1 L,11.94,1 L,2026-06-13,https://tienda.makro.es/shop/category/alimentaci%C3%B3n-general/l%C3%A1cteos-y-huevos/huevos/huevo-l%C3%ADquido?facets=brand%3AMETRO%2520Chef,"Precio con IVA/IGIC incluido según categoría Makro. €/L. Producto pasteurizado, merma 0%.",ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0707,YOGUR GRIEGO SIN AZUCAR 1K,0.0,2.1,CONSUM,CONSUM yogur griego natural azucarado 4 x 125 g,1.05,500 g,2026-06-13,https://tienda.consum.es/es/p/yogur-griego-natural-azucarado/7340776,Producto equivalente; el original indica sin azúcar. Precio con IVA. €/kg indicado por tienda. Revisar si se exige sin azúcar.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0708,YOGURT NATURALDANONE 125G x 4 UNIDADES,0.0,2.1,CONSUM,CONSUM yogur griego natural azucarado 4 x 125 g,1.05,4 x 125 g,2026-06-13,https://tienda.consum.es/es/p/yogur-griego-natural-azucarado/7340776,Equivalente formato 4 unidades. Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0709,ACEITE DE COCO 1L,0.0,15.11,CONSUM,"Aceite de coco virgen extra ecológico 0,37 L",5.59,"0,37 L",2026-06-13,https://tienda.consum.es/es/p/aceite-de-coco-virgen-extra-ecologico/7405467,"Precio con IVA. Convertido a €/L. Producto equivalente, no formato 1 L.",ACTUALIZABLE,lote01,actualizacion_precios_lote1_10_con_mermas.csv
ING-0710,ACEITE DE TRUFA 250 ML,0.0,15.64,MAKRO,METRO Chef preparado de AOVE con trufa 250 ml,3.91,250 ml,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X213525/0032/0021/METRO-Chef-Preparado-de-aceite-de-oliva-virgen-extra-con-trufa-250ml,Precio con IVA. Convertido a €/L.,ACTUALIZABLE,lote01,actualizacion_precios_lote1_10_con_mermas.csv
ING-0711,ACEITE GIRASOL,0.0,1.69,CONSUM,Aceite de girasol botella 5 L,8.45,5 L,2026-06-13,https://tienda.consum.es/es/p/aceite-de-girasol-botella/7285179,Precio con IVA. €/L indicado por tienda.,ACTUALIZABLE,lote01,actualizacion_precios_lote1_10_con_mermas.csv
